Title,Likes,Singer,Lyrics
스페셜 이디엇,153,옥상달빛,"누구보다 게으른 하루를 보내고
하루 종일 의미 없이 밥을 먹고
어떤 감정도 들지 않는 밤이 지나면 술 한잔을 해
슬픈 건 어떠한 기대도 없다는 거야

내가 나를 포기한 순간 끝인걸
이제 더는 그렇게 살지 마
내게 다그쳐봐 매일 매일

왜 이럴까 이런 나
잘 지낼 수 있을까
내가 봐도 나 답 없는 모습뿐인데
이제 나 어떡해

왜 이럴까 이런 나
이해할 수 있을까
걱정하지 마
조금은 특별한 거라 말할게
단지 I’m Special Idiot

길을 걷다 흘러나온 노래 속에
잠시 나는 내 얘기라 생각을 해
지금이라도 눈물이 쏟아질 것 같아 약해졌나 봐
슬픈 건 어떠한 용기도 없다는 거야 (정말)

왜 이럴까 이런 나
잘 지낼 수 있을까
내가 봐도 나 답 없는 모습뿐인데
이제 나 어떡해

왜 이럴까 이런 나
이해할 수 있을까
걱정하지 마
조금은 특별한 거라고 말할게
단지 I’m Special Idiot"
설레는 노래,"1,114",이지형,"들어놓고 못들은 척 말 돌리지마
얼굴 빨개졌어 진짜란 말야
너는 그저 장난으로 웃고 말지만
오늘은 니 맘을 가질래
꼼짝 못하게 깜짝 놀라게
아무 말 못하게
니 맘을 내 맘에 가둘래
넌 지금 생각이 많아 그게 문제야
오늘 대답 못하면 집에 못 가
살짝 보인 너의 미소 나만 본거야
알겠어 니 맘을 가질래
꼼짝 못하게 깜짝 놀라게
아무 말 못하게
니 맘을 내 맘에 가둘래
밤은 깊어 가고 별들이 빛나고
달이 예쁘고 너는 더 예쁘고
근데 대답 안 할거니
집에 안 갈거니
이제 널 위해 내가 할게 있는데
꼼짝 못하게 널 품에 안고서
아무도 모르게 너의 귓가에
노랠 들려 줄게 우리 설레는 노래
너만 들리게
니 맘을 내 맘에 가둘래
영원히 설레는 이 노래"
또르르 (re:cord),"1,357",디에이드 (The Ade),"또르르 굴리고 눈치만 보다가
살며시 다가가 입술에 수줍게 키스해
배시시 웃으며 내게로 다가와
살며시 이마에 입맞춰 주는 널 상상해
우 너와 나
조금만 다가가면 딱일 것 같은데
우 너는 왜
모르는 척 서투른 척 웃기만 하는데
왜이리 가슴이 콩닥콩닥할까
코끝이 뜬금없이 찌릿 저려와
부드럽고 때론 씁쓸해
그래도 너니까 좋아
햇살이 유난히 부서지는 오후
지금 니가 이 근처 어디 있겠네
오 달콤해 코끝이 달콤해
기분 좋아졌나봐
너 땜에 내가 그래
우 너와 나
이대로 좋은걸까 고민이 많은데
우 너는 왜
모르는척 서투른척 웃기만 하는데
왜이리 가슴이 콩닥콩닥할까
코끝이 뜬금없이 찌릿 저려와
부드럽고 때론 씁쓸해
그래도 너니까 좋아
햇살이 유난히 부서지는 오후
지금 니가 이 근처 어디 있겠네
오 달콤해 코끝이 달콤해
기분 좋아졌나봐
너 땜에 내가 그래
랄라라랄라라
콧노래만 나와
그냥 너랑 있으면
랄라라랄라라
뭐가 더 필요할까
기분 좋아져 그냥 너랑 있으면
왜이리 가슴이 콩닥콩닥할까
코끝이 뜬금없이 찌릿 저려와
부드럽고 때론 씁쓸해
그래도 너니까 좋아
햇살이 유난히 부서지는 오후
지금 니가 이 근처 어디 있겠네
오 달콤해 코끝이 달콤해
기분 좋아졌나봐
너 땜에 내가 그래
너 땜에 내가 설레"
널 지우려 해,"1,430",바닐라 어쿠스틱,"너의 희미한 흔적들이
나를 점점 조각나게 해
이제 그만 지우고 싶어
너와의 작은 기억들이
나를 점점 조여오는 걸
이제 그만 다 잊고 싶어
I hate this feeling
can’t help this feeling
이제는 널 하나둘 지워보려 해
I hate this feeling
너로 채운 사진첩을 비워
이제 그만 널 지우려 해
내게 주는 작은 희망에
나는 점점 아파오는걸
이제 그만 다 잊고 싶어
I hate this feeling
can’t help this feeling
이제는 널 하나둘 지워보려 해
I hate this feeling
너로 채운 사진첩을 비워
이제 그만 널 지우려 해
지난 시간처럼
can’t love can’t love again
그때의 우리로 돌아갈 순 없잖아
I hate this feeling
늘 비워둔 너의 자릴 지워
이제 그만 널 지우려 해"
어떨 것 같아 (With 윤딴딴),384,새봄 (saevom),"나도 모르는 사이에
어느 틈으로
햇살처럼 들어와
오래 머물던 너의 목소리
아마 시작이었나 봐
기울어지는 노을이
거릴 비추면
전부 다 너 같은 걸
온 세상에 네가 피어있어
괜스레 붕 뜨는 마음
만약에 내가 네 손을 잡으면
어떨 것 같아
장난기 가득한 너를 바라보면
없던 용기가 나
자꾸 마음이 너에게로 달려가
만약에 내가 또 만약에
너를 달려가 너를
안아버릴지 몰라
어쩌면 잃을까 겁나서
너를 참아내는 것 그게 잘 안돼
언제부터 일까
내가 이럴 줄은 정말 몰랐는데
너의 대답 하나로
정답을 다 가진 기분이야
자꾸만 들뜨는 마음
만약에 내가 네 손을 잡으면
어떨 것 같아
장난기 가득한 너를 바라보면
없던 용기가 나
자꾸 마음이 너에게로 달려가
만약에 내가 또 만약에
너를 나 달려가 너를
안아버릴지 몰라
어쩌면 잃을까 겁나서
너를 참아내는 것 이제 난 안돼
온종일 우릴 고민했어
어쩌지도 못하고서
이렇게 사랑하고 있어
너의 모든 것을 나 사랑하고 있어"
물감 (feat. 1ho),"3,665",공기남,"파란색 너를 처음 봤을 때
문득 생각나던 색이야
온 회색 빛 이 세상에
자꾸 너만 빛나더라고
다른 세상 같았어
있잖아 요즘은 분홍색 같아
너를 만난 이후로
바람의 향기가
초록색의 동화 같아
난 너를 좋아하나 봐
그런가봐 너무 오랜만이야
잊고 있었어
설레는 이 느낌
오늘따라 더 기분이 좋아
사랑을 시작하기 좋은 날씨야
너만 있음 완벽해
어디서 볼래 나 너에게 갈게
뭐 먹고 싶어 있음 말해줘
사줄게
빨간색 너와 이야기 할 때
내 얼굴의 색깔 이였지
넌 아마 몰랐겠지만
넌 몰라야 됐겠지만
네 눈을 볼수 없었어
까맣던 이 세상이
온 세상이 무지개처럼 변했어
난 너로 인해
모든 게 아름다워
사랑인가 봐
거리에 강아지도 길고양이도
네게 보여주고 싶어
구름이 흐르는
나른한 오후야
어디든 가자 내게 말만해
사랑을 시작하기 좋은 날씨야
너만 있음 완벽해
어디서 볼래 나 너에게 갈게
뭐 먹고 싶어 있음 말해줘
사줄게"
바람이 불어오네,"1,695",적재,"조그만 내 서툰 맘에
바람이 불어오네
날아가지 않게 붙잡아둬야 해
아무도 모르게
나는 왜 이 모든 게
뻔하게만 보이네
나는 매일 바랐네
꿈을 꾸지 않기를
담담하게 살아가네
눈도 뜨지 않은 채로
왜 눈물이 나는지는
아무도 모르네
나는 왜 이 모든 게
어렵게만 보이네
사실 매일 바랐네
꿈에서 깨지 않기를
조그만 내 서툰 맘에
바람이 불어오네"
달콤한 여름밤,"7,849",디에이드 (The Ade),"오늘 밤은 별이 참 빛나요
우리 둘이 손을 잡고 걸어요
아직은 살짝 수줍어서
손에 땀이 자꾸 나고
가슴이 두근거려요
너를 매일 매일 자꾸 자꾸 봐도 봐도
새로워 참 좋아
뭐라 설명할 수 없는 기분
너를 매일 매일 자꾸 자꾸 보고 싶어
뭔가 홀린 듯해
All the stars are shining for you
한 여름 밤에 우리 둘이
같은 곳을 바라보죠
밤 하늘의 별도 바라보며
지금 그대로 난 좋아요
항상 우리 같은 자리에 있는
그대로 사랑해요
수많은 별들 중에 그댈 기다렸어요
달콤한 여름밤 우
달콤한 여름밤 그대와 둘이서
너를 매일 매일 자꾸 자꾸 봐도 봐도
새로워 참 좋아
뭐라 설명할 수 없는 기분
너를 매일 매일 자꾸 자꾸 보고 싶어
뭔가 홀린 듯해
All the stars are shining for you
한 여름 밤에 우리 둘이
같은 곳을 바라보죠
밤 하늘의 별도 바라보며
지금 그대로 난 좋아요
항상 우리 같은 자리에 있는
그대로 사랑해요
수많은 별들 중에 그댈 기다렸어요
항상 우리 같은 자리에 있는
그대로 사랑해요
수많은 별들 중에 그댈 기다렸어요
달콤한 여름밤 우
달콤한 여름밤 그대와 둘이서"
곳에 따라 비,"6,957",가을방학,"일기예보엔 우산 그림이 제법 많다
전국이 흐리고
곳에 따라 비라 한다
당신이 서 있는 그 스튜디오 안은
아마 아니겠지만
창틀로 배어 오는 비 냄새
난 빈손으로 집을 나선다
우산 속으로 숨고 싶진 않아
어차피 이 비는
나 가는 곳 따라 어디든지 따라 와
이 비는 내 발길을 따라
어디든지 따라 와
전학 가던 날 아침엔 항상
이렇게 비가 오곤 했었지
같이 쓰자던 너의 작은 우산
괜찮아 이 비는
나 가는 곳 따라 어디든지 따라 와
이 비는 내 발길을 따라
어디든지 따라 와
사람들과 반대로 걷고 있네
얼마나 걸었는지 몰라
어느 샌가 나만 홀로 남아서
막다른 길을 향해 가
피할 길이 없어 피할 길이 없어
젖어도 되는 옷을 입고
젖어버린 신발은 벗고
젖은 마음을 쥐어 짠다
눈을 때리는 빗방울들
끝내 눈물은 나지 않고
식어버린 가슴은
식어버린 가슴은
이 비는 나 가는 곳 따라
어디든지 따라 와"
우리집 (with 데이먼스 이어),"3,031",상은,"텅 빈 것 같아
가득 찼던 모든 게
시간은 흐르고
우린 더 멀어져
눈을 감아도
지워지질 않네
난 숨이 막혀와
쉴 수가 없잖아
넌 나의 조그만 방 안을
너의 향기로
채우고
내가 잠들 수 있는 건
우리 집이야
어두워졌던
네가 없는 시간들은
바래지고 파랗게 비치네
해가 잠들면
넌 눈을 뜨고서
또 지워가겠지
마치 없던 것처럼
넌 나의 조그만 방 안을
너의 향기로
채우고
내가 잠들 수 있는 건
우리 집이야
어두워졌던
네가 없는 시간들은
바래지고 파랗게 비치네
없던 것 같아 너는
나는 누워서 천장만 봐
어떤 것 같아
내가 주던 꽃들도
징그럽다면
네가 원한다면 시들게
넌 나의 조그만 방 안을
너의 향기로
채우고
내가 잠들 수 있는 건
우리 집이야
어두워졌던
네가 없는 시간들은
바래지고 파랗게 비치네"
