Title,Likes,Singer,Lyrics
소년의 고백,"1,625",범진,"넌 그늘 하나 없이 참 밝았고
모두가 너를 참 좋아했었지
난 키도 작고 소심한 성격에
네 주윌 그저 맴돌기만 했지

네가 자주 놀던 놀이터에 숨어
한 발짝 멀리서 그저 널 지켜보던 나

내가 좋아했던 그 아인
어느새 어여쁜 숙녀로 자라주었고
한 뼘은 더 커진 나지만
네 앞에만 서면 다시
그 날의 소년이 되어


외톨이처럼 혼자 그넬 타는
날 향한 너의 그 시선 하나에
밤새 잠 못 들고 가슴 두근대며
뭐가 그리도 좋은건지 참 행복했어

내가 좋아했던 그 아인
어느새 어여쁜 숙녀로 자라주었고
한 뼘은 더 커진 나지만
네 앞에만 서면 다시
그 날의 소년이 되어


소년은 소녀를 좋아했고
그 소년은 어엿한 어른이 되어서야
어릴 적 순수한 맘 뒤로
간직해온 내 첫사랑
이제는 꺼내보려 해


소년의 고백"
하기 힘든 말,"17,041",이승기,"우리 헤어지지만
다신 너를 볼 수 없지만
마지막으로 부탁 하나 할께
눈물 맺힌 너에게
나 할 수 있는 건
편하게 너를 보내주는 일
나와 닮은 너에게
나완 다른 그에게
조금은 어색하고 하기 힘든 말
사랑한 기억도 고마운 기억도
모두 잊길 바래 내 눈물까지
아파하지 말고
돌아보지 말고
이제 행복하게만 살아줘
오래 전에 알았어
나 아닌 사람이
니 맘을 모두 가져버린 걸
나와 닮은 너에게
나완 다른 그에게
아무리 애를 써도 하기 싫은 말
사랑한 기억도 고마운 기억도
모두 잊길 바래
내 눈물까지
아파하지 말고
돌아보지 말고
이제 행복하게만 살아줘
미안해 하진마
후회하진 마
나보다 그가 훨씬 더 잘해줄꺼야
그의 품에 안겨서
까맣게 나를 잊고서
늘 웃고 사는게
날 위한 이별이니까
괜찮아질꺼야
익숙해질꺼야
혼자하는 사랑 힘이 들어도
떠나가는 너를
돌아서는 너를
몰래 내 가슴속에 두면 돼"
보통날,"37,264",god,"아침이면
일어나 창을 열고
상쾌한 공기에
나갈 준비를 하고
한 손엔 뜨거운 커피
한 잔을 든 채
만원버스에
내 몸을 싣고
귀에 꽂은
익숙한 라디오에선
사람들의 세상 사는
즐거운 사연
들으면서 하루가
또 시작되죠
화사하게 빛나는
햇살이 반겨주네요
Oh 어떡하죠
나 그대를 잊고 살아요
Oh 미안해요
나 벌써 괜찮은가봐요
잊지 못할 사랑이라
생각했었는데
잊혀져가네요
어느새

어떻게 간지
모르는 하루
해가 저물때쯤 울리는
친구들의 전화 나오라고
하루 산 얘기
회사 얘기
새로 만난 여자들
데이트 얘기 웃긴 얘기
지나치는 여자들
바라보기
TV 에 나오는
스포츠 경기에
목숨을 걸고
덤벼들면서 밥값 내기
시간이 가는 줄도
모른 체 떠들다
지쳐서 돌아오니
이런 어느새 새 벽2시
자 자 야겠지
친구들이 오늘했던
얘기 떠올리면
자꾸 웃음이 나와
웃으면서 누워 있으면
잠이 와
Oh 어떡하죠
나 그대를 잊고 살아요
Oh 미안해요
나 벌써 괜찮은가봐요
잊지 못할 사랑이라
생각했었는데
잊혀져가네요
어느새
우리 노랠 들어도
눈물이 나질 않고
네 소식을 들어도
미소가 흘러나오죠
괜찮은 거죠
날 버린 그대
잊어도 되죠
근데 왜 자꾸
이러면 안되는
것만 같은지
미안해 너무나
이렇게 쉽게 잊어서
미안해 내가 했던
말들 못지켜서
하지만 너무 힘들어서
널 더 이상 간직하고
살 수가 없었어
용서해줘
영원히 사랑할 거라고
약속했던 말
돌아선 네 등 뒤에다
맹세했던 말
마지막 날 혼자 울면서
다시는 내가 살아갈
그 날이 끝까지
마음 속에 널
간직할 결심을 한지
얼마 되지도 않았는데
너를 모두 지워버린
내가 너무 미울 거야
그래 정말 내가
약속을 모두 어긴 거야
그러니 용설 빌어
나도 이런 내가 싫어
널 잊어버린
기억마저 잊었어
아무렇지 않은 듯이
마치 사랑한 적이
없는 듯이
보통날이네요 어느새"
너를 위해,"46,685",첸 (CHEN),"다른 공간의 다른 시간이지만
내 사랑이 맞을거야
바람에 스치는 너의 향기로도
난 너인걸 알수 있어
but i don`t know
내 맘속에 언제부터 니가 산건지
i don`t know
너를 보면 설레는 이유
나를 스쳐 지나가도 돼
니가 날 다 잊었으니까
니가 기억할 때까지
나는 너를 기다릴테니까
그대여 나를 바라봐줘요
여전히 그대도 나를 사랑하나요
그대여 내눈을 보고 얘기해줘요
사랑하는 맘은 숨겨지지 않아요
너에겐 내가 곁에 있었단
사실을 절대로 잊지는 마
널 위해 모든걸 바칠 수 있었던
내 마음을 지우지마
but i don`t know
내맘속에 언제부터 니가 산건지
i don`t know
너를 보면 설레는 이유
나를 스쳐 지나가도 돼
니가 날 다 잊었으니까
니가 기억할 때까지
나는 너를 기다릴테니까
같은 공간 같은 시간 함께 있잖아
언제라도 내 곁에 와 너의 자리로
With you
너를 위해서
그대여 나를 바라봐줘요
여전히 그대도 나를 사랑하나요"
친구라도 될 걸 그랬어,"13,658",HYNN (박혜원),"벌써 넌 내가 편하니
웃으며 인사할 만큼
까맣게 나를 잊었니
네 곁에 있는 사람 소개할 만큼
견디긴 너무 힘든데
자꾸만 울고 싶은데
내 옆이 아닌 자리에
너를 보고 있는 게
왜 그게 행복한 걸까
친구라도 될 걸 그랬어
모두 다 잊고서
다른 사람 만나는
널 보아도 슬프지 않게
그저 바라보고 있었어
한참 동안 네 옆에 그 사람까지도
잠시라도 더 보려고
다시 혹시라도 널 보게 되면
그땐 모르는 척 해볼게
웃어도 볼 게 지금의 너처럼
눈 감지 말고 보낼 걸
가는 널 꼭 지켜볼 걸
차가운 너의 걸음에
마지막 내 눈물도
묻혀서 보내버릴 걸
너무 모진 너의 모습이
미워져 버려서 다른 사람 만나는
널 보아도 슬프지 않게
그저 바라보고 있었어
한참 동안 네 옆에 그 사람까지도
잠시라도 더 보려고
다시 혹시라도 널 보게 되면
그땐 모르는 척 해볼게
웃어도 볼 게 지금의 너처럼
차라리 잘 된 것 같아
다시 널 또 한 번
미워할 수 있을 테니
혹시 아직 너도 나처럼
편해지지 못하고
아파만 하는 거니
애써 너도 참는 거니
혹시 네가 다시 돌아올까 봐
나의 곁은 아직 그대로
비워져 있어 너의 자리라서"
Say I Love You,"31,790",포맨 (4MEN),"입을 맞춰도 불안하고
품에 안아도 초조하고
잠이 들때도 꿈처럼 사라질까
밤새 뒤척이고
보면 볼수록 겁이나고
겁이 날수록 더 보고싶고
사랑할수록 니가 날 떠날까봐
두려워지나봐
사랑을 다줘도 불안한건 남자야
넌 너무 모르지 남자의 사랑을
사랑할수록 더 보고싶고
보면 볼수록 더 안달나고
평생 내 여자로 만들고픈
조급한 마음인걸
평생 내 여자로 살아줄래
나 말곤 없다고 말해줄래
조금도 불안해 하지 않게
한 번 더 말해줄래
Say I love you
Say I love you
Say I love you
Say I love you
사랑할수록 닮아가고
날이 갈수록 더 좋아져
함께 할수록 난 너없인 못살아
너 책임져
사랑을 다줘도 불안한건 남자야
넌 너무 모르지 남자의 사랑을
사랑할수록 더 보고싶고
보면 볼수록 더 안달나고
평생 내 여자로 만들고픈
조급한 마음인걸
평생 내 여자로 살아줄래
나 말곤 없다고 말해줄래
조금도 불안해 하지 않게
한 번 더 말해줄래
Say I love you
Say I love you
Say I love you
약속해줘 You are the only my love
한 여자만을 사랑하니까
내겐 그 여잔 너 하나니까
자꾸만 니 사랑을 보채도
날 미워하지는 마
평생 내 여자로 살아줄래
나 말곤 없다고 말해줄래
조금도 불안해 하지 않게
한 번 더 말해줄래
Say I love you
Say I love you
Say I love you
Say I love you
Say I love you"
남들은 추워도 우린 뜨거웠던 그 계절,"2,081",노을,"잘 지내니 넌 우연히 연락하게 됐어
혹시 불편하진 않니
괜히 긴장 돼 신경이 쓰여

너무 차가운 탓에 손발이 얼어서
나도 모르게 숨을 곳은 너의 기억
추운 날씨에 서성이던 내 모습
헤어지기 전
새로 샀던 차는 잘 타고 다니는 걸까

그댈 다시 사랑하면 안 돼요
재회는 더 쓰린 이별을 낳을 뿐
하루 이틀 참다보면
또 마음을 잡게 되는 걸
남들은 추워도 우린 뜨거웠던 그 계절

이제는 정말 다 잊었다고 믿었는데
괜찮을 거라는 말 거짓말이었어
되돌아 보면 미안한 게 많아져
헤어지기 전
이기적인 나는 우릴 이별하게 했어

그댈 다시 사랑하면 안 돼요
재회는 더 쓰린 이별을 낳을 뿐
하루 이틀 참다보면
또 마음을 잡게 되는 걸
남들은 추워도 우린 뜨거웠던 그 계절

너 없는 계절이 난
지금까지 어색해
눈 내리는 밤 너를 다시 그리워하다

그댈 다시 사랑하고 싶어요
재회가 더 쓰린 이별이라 해도
하루 이틀 지나가면
또 마음을 잡게 되는 걸
남들은 추워도 우린 뜨거웠던 그 계절"
행복해,"38,027",송하예,"기댈곳이 없어 조금은 버거운 하루
막다른 골목 길 끝에 서있는것 같아
마시기만 하던 숨은
언제쯤 내뱉어 질까
가파른 언덕 너머에서 만나게될까
행복한 날이 올까요
숨이 쉬어 지지않은데
어른인척 살아가는게
아직도 어색 하기만 한데
사랑이 내게 올까요
있는 그대로의 나를
안아줄수 있는 한사람
세상에 날믿어주는 사람
한명이면돼
그게 행복일꺼야
내내 쏟아지던 비가 그친걸아는데
나는 아직도 우산을 핀채로 살아가
그런 나에게 다가와
괜찮다고 말하는 너
이렇게 나는 두려운게 너무많은데
행복한 날이 올까요
숨이 쉬어 지지않은데
어른인척 살아가는게
아직도 어색 하기만 한데
사랑이 내게 올까요
있는 그대로의 나를
안아줄수 있는 한사람
세상에 날믿어주는 사람
한명이면돼
기댈곳이 없던 나에게 빛이 돼 준너
지나간 사랑 모두 잊혀질만큼
매일 혼자 걷던길을 같이 걷고있잖아
어른인척 살아가는게
아직도 어색 하기만 한데
사랑이 내게 올까요
있는 그대로의 나를
안아줄수 있는 한사람
세상에 날믿어주는 사람
한명이면돼
그게 행복일거야 그게 행복일거야"
해바라기,"23,230",박상민,"바람소리에도 가슴이 글썽이나봐
그대일까 그대 보낸 미련일까
기다림은 꿈속에서도 뒤척이나봐
떠난 그대 혹시 오는 건 아닐까
기쁠때나 슬플때나 아플때도
함께 울고 웃어줬던
그대 못견디게 그리운데
사랑해요 사랑해요
세상의 말 다 지우니
이말 하나 남네요
늦었지만
미안해요 미안해요
더 아껴주지 못해서
가난한 내 행복안에
살게 해서 오

두 걸음씩 멀어지나봐
그댄 점점 이별로 앞서가고
추억에 난 돌아가고
이세상엔 길이없나봐
내 품속에 누구도 올수 없게
난 그대에 멈췄나봐
내 눈물을 바람이 또 말려와도
그대 머문 바람인걸
여전히 난 느낄 수 있는데
사랑해요 사랑해요
세상의 말 다 지우니
이말 하나 남네요
늦었지만
미안해요 미안해요
더 아껴주지 못해서
가난한 내 행복안에
살게 해서 우
사랑은 늘 이별에게
빚지고 그이별은 또
다시 사랑으로 되갚는 거죠
그대가 준 추억모두
나 여기 쓰고 갈테니
다음 세상 그대가
채워져요 워"
슬픈 다짐,"22,272",다비치,"누가 다가와 말을 걸어도
이제 모른 척 하겠어
자꾸 다가와 날 유혹해도
더 차가워 지겠어
가슴 터지게 벅찬 고백에도
감동 하지는 않겠어
이제 날 쉽게 가질 수 없도록
철저히 감출꺼야
이런 다짐을 하고 또 해봐도
별 소용은 없을거야
네가 부르면 아마 그래 아마
다시 가 안기겠지
I Don't Wanna Do it again
Don't Wanna Do it again
다시는 이렇게 사랑안할꺼야
지우다 지우다 너를 지워보다
널 끝내 못잊으면
I Don't Wanna Do it again
Don't Wanna Do it again
다시는 이따위 사랑하지 않겠어
버티다 버티다 못버티면
나 끝내는 너를 또 찾아 가겠지
혹시 사랑을 다시 하게되면
그냥 사랑만 받겠어
버려진대도 아파지지 않게
내 맘은 안줄거야
이런 다짐을 하고 또 해봐도
별 소용은 없을거야
네가 온다면 아마 그래 아마
다시 또 사랑이지
I Don't Wanna Do it again
Don't Wanna Do it again
다시는 이렇게 사랑안할꺼야
지우다 지우다 너를 지워보다
널 끝내 못잊으면
I Don't Wanna Do it again
Don't Wanna Do it again
다시는 이따위 사랑하지 않겠어
버티다 버티다 못버티면
나 끝내는 너를 또 찾아 가겠지
우리가 너무 미워서
밤새워 너를 지워도
내 슬픈 사랑 지겨운 사랑
너를 또 기다리네
I Don't Wanna Do it again
Don't Wanna Do it again
다시는 이렇게 사랑 안할꺼야
다시는 다시는 입술 깨물지마
왜 또 날 찾는거야
I Don't Wanna Do it again
Don't Wanna Do it again
다시는 이따위 사랑하지 않겠어
다시는 다시는 그러지마
왜 너 없는 나를
꿈 꿀 수도 꿈 꿀 수도 없어"
